,id,0,1,2,3
85,bf2b682a0e2a7,0.00281532,0.82719004,0.1397106,0.030283999
86,25821f039875a,0.07487241,0.70707905,0.20444348,0.013605001
87,98a8e0dca737c,0.040369395,0.1731711,0.70846814,0.07799135
88,363506e7783d8,0.007916413,0.20117918,0.5143168,0.2765876
89,cadafc264a518,0.0013672576,0.030393088,0.51142657,0.45681313
90,28611d81ea48c,0.21734071,0.18644142,0.55863655,0.037581354
91,84dfe9e295a0f,0.00067125197,0.7684439,0.22586651,0.005018284
92,b483b623396ed,0.2246921,0.055451002,0.34151167,0.37834525
93,59525c19c0698,0.010788808,0.74303794,0.22927572,0.01689751
94,762356929ecc4,0.053610545,0.08963098,0.77617,0.08058846
95,ba59d11627d44,0.0042541088,0.11825187,0.20329927,0.67419475
96,3cdf4c54bfd25,0.0054441295,0.16097787,0.61926293,0.21431506
97,a3c0afc895e93,0.9904919,0.003647865,0.004354768,0.0015054685
98,b3aa260237259,0.0064117797,0.14919737,0.59740376,0.24698706
99,c5cb0e6223305,0.0019639954,0.14937639,0.43699676,0.41166282
100,775be0b696943,0.07404184,0.083950825,0.12488257,0.7171247
101,8319f91f7977b,0.004535781,0.08522018,0.7231812,0.18706289
102,5836c85f705a6,0.0036455386,0.10596452,0.7867293,0.10366066
103,4f4bfdf8ea5b0,0.08446358,0.8138399,0.07375645,0.027940061
104,80682f51ace43,0.002760368,0.057998016,0.89890796,0.040333696
105,40995f50c5d7a,0.05427385,0.3563049,0.58648276,0.0029384955
106,b923291687c65,0.04221972,0.22873148,0.47329438,0.2557544
107,caaf0aebea643,0.008402619,0.42883533,0.5494465,0.013315554
108,9fa2cc2135e8b,0.0005061398,0.0055713123,0.093662135,0.9002603
109,402e38da5ad87,6.443132e-05,0.0007481256,0.980752,0.018435417
110,429ee412fe5c3,0.001159892,0.8986222,0.08686829,0.013349581
111,fe14355e17cd2,0.0051110527,0.0713324,0.087335296,0.8362213
112,a4a4b9b6fd83b,0.09751844,0.17006467,0.18125765,0.5511592
113,dab22b2e2c565,0.123580895,0.054429084,0.46774864,0.3542414
114,a66a6167020bb,0.9170933,0.019707978,0.041358378,0.021840436
115,862a7bb19a980,0.14828843,0.363669,0.1874399,0.30060267
116,1de7098788124,0.041880284,0.05452623,0.8802354,0.023358079
117,44235ccb0e36d,0.9892785,0.009683716,0.00057431625,0.00046339736
118,a7a8d0a8d52a2,0.0056459084,0.5700972,0.4032036,0.021053223
119,67a83bd433c7b,0.039750375,0.84876084,0.108285286,0.0032034784
120,521978c6fdf43,0.956184,0.011484991,0.032004554,0.00032649495
121,1e2b9fcffc6a8,0.025791869,0.57697624,0.38263136,0.0146005545
122,0b3d82a4c0ddb,0.00043499147,0.1427384,0.8013925,0.055434074
123,c6289f4576a04,0.97495043,0.012834683,0.012143287,7.1625334e-05
124,f24039f1c761e,0.9749274,0.020364441,0.0011914279,0.0035167611
125,502eead3852f0,0.07826962,0.16080892,0.6809939,0.079927556
126,beab157ee3802,0.010907382,0.32787925,0.6307961,0.03041728
127,3012f6bff8346,0.0008199284,0.010376409,0.94588226,0.042921375
128,2d447319fb871,0.05747315,0.12652764,0.13452749,0.6814717
129,10b40c22621c9,0.0065533626,0.21037668,0.63266027,0.15040965
130,ac20444958402,0.021782354,0.1347719,0.4922563,0.3511894
131,866bf88b49ee8,0.016602954,0.9001201,0.0800165,0.0032604213
132,4cefde2135ab9,0.0050748456,0.023941407,0.8590563,0.111927494
133,f64500af3a21f,0.0037498483,0.07347842,0.8371117,0.08565999
134,6aa9c0e73a1c3,0.006415977,0.31342512,0.3922094,0.28794944
135,d365e96ce426a,0.019453315,0.04328416,0.72406006,0.21320249
136,cbe78e29da85a,0.017954359,0.098373815,0.8153184,0.06835341
137,03b264b18c8c1,0.9670711,0.019595109,0.012165337,0.0011684537
138,faab541957a50,0.016055875,0.44350636,0.4240664,0.11637136
139,c8deb68c53946,0.32544854,0.31108898,0.29916495,0.06429751
140,a33a73a205b5c,0.04269973,0.5892087,0.35400116,0.014090353
141,f50f1cb1526ea,0.03376889,0.10301763,0.6678658,0.1953477
142,ca77a3fbbf9a2,0.0029174215,0.5535636,0.420933,0.022585995
143,c284a5b75de72,0.0054118386,0.10123737,0.8514627,0.041888073
144,984e8cc312693,0.17186025,0.09072086,0.36229244,0.37512642
145,ecc2046956e4f,0.018334564,0.042964324,0.6812483,0.25745282
146,113143d46c10a,0.8595092,0.0049793627,0.05774408,0.07776737
147,dbaed32fb3ff5,0.011110645,0.28271127,0.22595862,0.48021945
148,d59612009e4ff,0.09584799,0.2722716,0.6275725,0.004307964
149,f09a4c1eb2241,0.041085992,0.38955286,0.54846513,0.020896005
150,64babf6bc0c26,0.99847347,0.00068831054,0.00078325457,5.5000288e-05
151,be28687c974bd,0.027705226,0.06533754,0.38869223,0.518265
152,69053937dbe2f,0.0012130116,0.078390434,0.8891929,0.031203745
153,d3084c3eb130d,0.06810171,0.028764797,0.81527096,0.08786258
154,c5800e7b90f66,0.008160224,0.22903855,0.44338986,0.31941137
155,add129f1acd7b,0.10117673,0.14168726,0.14571016,0.6114259
156,fba5e868ad13d,0.06898925,0.10453188,0.8225129,0.003965896
157,9625ef6e74393,0.1840219,0.33016476,0.22568193,0.2601314
158,1cf1d8d901491,0.08612657,0.5920372,0.30435586,0.017480353
159,2db761e381e92,0.012609191,0.07124652,0.7554982,0.16064616
160,73d2624de6c2a,0.007956385,0.17620113,0.5961962,0.2196463
161,14e864dec4a3e,0.96213037,0.007503136,0.029838327,0.0005280908
162,97f725ae08b5d,0.051511616,0.035627753,0.8457221,0.067138575
163,22ca9470b6682,0.9712144,0.024010625,0.004618059,0.00015686125
164,67acb94f3aa3f,0.011628443,0.57389885,0.41314352,0.0013292095
165,5ee565b1c6c58,0.13921265,0.3730429,0.2220683,0.26567608
166,5e52fb52ddd67,0.082790524,0.10747776,0.6901269,0.11960485
167,c24a27bececc5,0.04828762,0.17201185,0.6963192,0.083381265
168,82cdb80b63d3d,0.0010369912,0.79254407,0.19879174,0.0076272236
169,67a51dd0efc23,0.13344449,0.20793045,0.12304003,0.53558505
170,9f36283add9f7,0.028808199,0.1184776,0.84495825,0.0077558984
171,186b89dfadb80,0.0112209525,0.3903424,0.5712436,0.027193027
172,67833ffa4484d,0.14412898,0.23767872,0.1736802,0.44451207
173,bd7c0b9a281f2,0.020617211,0.63282996,0.27076137,0.075791456
174,48c7f311b3c25,0.066076204,0.025770305,0.80209905,0.10605441
175,181b0041ed23e,0.0010284028,0.14201401,0.81943554,0.0375221
176,00ed5d7121970,0.0915465,0.19112264,0.24476184,0.472569
177,0664a0730b8d3,0.040356264,0.19032267,0.7632581,0.0060629304
178,ca330f389b732,0.12293056,0.03523755,0.6204306,0.22140133
179,b6ca4f41fe269,0.0007020303,0.7660314,0.22260259,0.010664013
180,f883a19389bb6,0.004849342,0.120374046,0.5705041,0.3042725
181,47ab0d194aea4,0.92634785,0.005241628,0.0590382,0.009372261
182,24ba4f230e0d4,0.035980683,0.05088627,0.7363034,0.1768297
183,e11ea669cd9ee,0.0027729706,0.0961382,0.39699164,0.50409716
184,d690b9ad73458,0.032152366,0.10838119,0.66842556,0.19104084
185,77abe86f3bf63,0.19508655,0.045988753,0.5397804,0.21914433
186,2f20b65953e25,0.019830765,0.0655549,0.7654884,0.149126
187,3f5fb2cfcd506,0.2913424,0.02178718,0.6037201,0.08315024
188,c41007d2dacc7,0.1914178,0.77792585,0.017255418,0.013400952
189,cf2fe07f47505,0.00082387554,0.013722188,0.4322242,0.5532297
190,2c9a28808544f,0.024268374,0.07079384,0.12945569,0.7754821
191,ddbbb500adda5,0.038101196,0.052906845,0.83146214,0.07752982
192,6e4386833e213,0.01046078,0.047725704,0.8070832,0.13473028
193,edc8aa6c76be2,0.1510104,0.032187697,0.700056,0.11674594
194,d725fb6e315e7,0.20952769,0.13254388,0.38674453,0.2711839
195,5894e1107180a,0.00946347,0.043733735,0.41443917,0.53236365
196,6360ae4028024,0.095815636,0.04941061,0.38412833,0.47064537
197,8dd44f20f12ed,0.021410197,0.037493818,0.86987615,0.071219824
198,5a9fffd4e4065,0.0014977716,0.8468065,0.1268195,0.024876153
199,0582ccdaadae6,0.105765514,0.03039084,0.74491554,0.11892809
200,b4bd7db9b127d,0.0016622824,0.093003616,0.7741099,0.13122419
201,1b13da9f6507f,0.046950623,0.11218684,0.11719852,0.723664
202,5e40c3c6ab265,0.9960769,0.0014095028,0.0021355106,0.00037809048
203,9c2adea981bc5,0.0019062543,0.64659387,0.31598678,0.03551307
204,4b65ffa78ed14,0.9974674,0.0016449933,0.0007480053,0.000139552
205,d96590e39ef39,0.97801745,0.009724779,0.010563514,0.0016942798
206,15e7e4741406c,0.09226584,0.172193,0.12287725,0.61266387
207,8f39c8f5291af,0.0034753266,0.0627229,0.78410256,0.14969926
208,a2da9054e7e4d,0.88338286,0.020083463,0.0721842,0.024349531
209,07c1dce74ac49,0.0032797335,0.8148793,0.17541426,0.00642673
210,34c99f80668f8,0.0033281927,0.6223418,0.35556358,0.01876644
211,c0b9ab893b99f,0.036382563,0.111252464,0.70413125,0.14823371
212,5e88107a79e3d,0.002903558,0.7458224,0.21244559,0.0388284
213,069296eca3ce7,0.008679323,0.20538852,0.7320216,0.05391054
214,778fc212e608f,0.0528535,0.11995531,0.7426705,0.084520705
215,23975751e2edc,0.022008907,0.07230527,0.7959267,0.10975917
216,e670d24a28e5c,0.13305306,0.12938695,0.5926644,0.14489561
217,cb0e2df1fe3ac,0.038651366,0.27484387,0.36546212,0.3210426
218,68c4e021daca2,0.0015033804,0.8402883,0.14618099,0.012027376
219,72a1e8e9ce54a,0.0034162952,0.80637413,0.18736373,0.0028458487
220,4c75afcaf529a,0.086347476,0.6959338,0.19333427,0.024384465
221,09c270bc976c8,0.8414876,0.008258565,0.08811568,0.062138163
222,5db8c7a8eaf17,0.026975589,0.1284288,0.5512972,0.29329842
223,4ffd7a7e32026,0.06607843,0.8493062,0.0706208,0.013994468
224,0d20616daa3eb,0.9735083,0.016622962,0.0092040785,0.0006646868
225,755ed1cdfd528,0.003720666,0.08160222,0.766311,0.1483661
226,d5017beb72d4e,0.9692609,0.027723627,0.0027413298,0.00027416606
227,db716b400d6d0,0.05274191,0.077633515,0.80483866,0.06478596
228,3e51741276e13,0.026966944,0.090306304,0.81612426,0.06660254
229,89b746665e0f9,0.99207944,0.0057695964,0.0019105203,0.00024048754
230,9776f50625fa2,0.072646275,0.023650283,0.6762276,0.22747582
231,3add0fdb99a88,0.014287825,0.19362426,0.7306318,0.06145609
232,496a9674bd046,0.24989414,0.039145865,0.4195571,0.29140288
233,219d5402dcf1e,0.15234809,0.52733755,0.30165368,0.018660635
234,2a78e9d519da3,0.061921265,0.22903779,0.6971744,0.011866559
235,6156b124e4316,0.0024899854,0.81699795,0.17372859,0.006783539
236,247ce90b93083,0.013637899,0.8314489,0.12911053,0.025802623
237,460f9985fbc73,0.9341229,0.004420822,0.042695273,0.018760994
238,42cbdc520be37,0.023170019,0.47551733,0.4917611,0.009551515
239,320edd9a92940,0.009081997,0.088680856,0.81509197,0.08714517
240,fb03265150bd9,0.057417247,0.08966918,0.8295106,0.023402883
241,bdd3f3a112bd3,0.18216655,0.027267894,0.7071054,0.08346012
242,4d86db1e431e9,0.027123637,0.061939947,0.78887165,0.12206475
243,efbc1956b8641,0.0066846097,0.18061209,0.71222,0.10048327
244,a64d83abf14c1,0.00038731538,0.090036124,0.86736673,0.042209838
245,dd65244b7c5bf,0.023482021,0.08720713,0.70789766,0.18141316
246,a241e62ddc58a,0.41058773,0.24902414,0.32447517,0.015912924
247,ef79022537337,0.21833897,0.725116,0.03140814,0.0251369
248,f9a5b9d1ccff6,0.0033813287,0.505575,0.47209024,0.018953415
249,6657ead7433fa,0.17138305,0.70088446,0.12222195,0.0055105574
250,788aed91add51,0.006392632,0.09718182,0.69606715,0.20035838
251,017f2211fcd07,0.0025414005,0.8943563,0.091121696,0.011980588
252,c72cf3813a67d,0.0127852075,0.29275793,0.5970746,0.09738221
253,f352fa8ff26c2,0.030793771,0.055963546,0.8394642,0.073778436
254,eea4f719edcf1,0.006802003,0.6818107,0.30381486,0.007572499
255,e617d9a4c0c6b,0.15916236,0.04905556,0.5730945,0.2186876
256,e42b1f7b9f5c7,0.0077347257,0.08330285,0.8515976,0.05736477
257,77015a1bf9de1,0.010583385,0.1004451,0.7200323,0.16893926
258,bd9685887dbfd,0.0017423551,0.64135545,0.34725416,0.009648009
259,9190a9f0e2f4a,0.89279234,0.024784056,0.04984064,0.032582946
260,ea4ddfc999a50,0.0020742982,0.04856322,0.8373038,0.11205864
261,4459363f63263,0.007599622,0.14143091,0.7141966,0.13677287
262,e70bfa4b8641a,0.10546915,0.037402105,0.5623455,0.29478323
263,185349d3a3345,0.013640855,0.35193327,0.40350878,0.2309171
264,b3308dc8e21c6,0.28422162,0.101144195,0.58389235,0.030741805
265,8f545aa1ca394,0.039957702,0.05329827,0.87705415,0.029689902
266,d2b503fbee298,0.009474858,0.24937718,0.29283205,0.4483159
267,39bb6c38ab7ad,0.062536106,0.07619434,0.43215346,0.42911607
268,64bfe20a6bcd6,0.00016443241,0.07440263,0.90295506,0.022477819
269,0bebce615255b,0.020049319,0.08189297,0.7587636,0.13929416
270,ee015edcbca43,0.013362637,0.031456385,0.92806715,0.027113749
271,01c7d077036a5,0.00029179535,0.0038394148,0.9939737,0.0018951666
272,629a17640b6f2,0.007723505,0.17695653,0.7270101,0.08830989
273,47a2252476f5b,0.04146749,0.067499384,0.8209439,0.0700893
274,7d9bc6f969c44,0.062950864,0.74100065,0.18611959,0.009928884
275,7be02fcbce717,0.29304403,0.095377326,0.43211892,0.17945972
276,7c00eb1151bac,0.065051086,0.22361782,0.2233178,0.48801324
277,034dc7bd5fbe1,0.010917702,0.08243818,0.82741344,0.07923069
278,93f07cbc1ee8a,0.0025622158,0.48671934,0.4516341,0.059084296
279,c69b302f54c62,0.00500869,0.09085517,0.8090708,0.09506538
280,0753699f8e702,0.95896864,0.010016023,0.03083623,0.00017904789
281,5b58a3570e29d,0.00047860754,0.014815942,0.52588326,0.45882222
282,72140bc89d304,0.0412248,0.18497618,0.76899487,0.0048041875
283,ead07bc039d39,0.003510447,0.7669255,0.2123051,0.017258942
284,927e9a313a2ff,0.0069920085,0.23003285,0.46032295,0.30265218
285,9be30263c7873,0.00068179175,0.008007968,0.9742017,0.017108617
286,5204af487c424,0.120774135,0.08622036,0.48829776,0.30470777
287,3b4f1cd954ecf,0.001311456,0.86609036,0.12202859,0.010569635
288,2e4438586cb1f,0.02378,0.50205183,0.43450925,0.03965891
289,03f6d9dce4a94,0.08483933,0.12923783,0.14509752,0.64082533
290,85c4215076ee8,0.037336584,0.35641873,0.5816984,0.024546282
291,4e9e123860c43,0.051558647,0.14784604,0.7291753,0.07141994
292,6b25bdb988de3,0.2064119,0.07275907,0.4866886,0.23414046
293,5bdf33752016b,0.030957049,0.6497914,0.3135103,0.0057411795
294,52aaa9f845591,0.01180731,0.40687245,0.32421544,0.25710475
295,ae15f24bf4448,0.005637497,0.52776825,0.4482167,0.01837757
296,601589fdbae68,0.0008716038,0.018102247,0.80217195,0.17885424
297,861c17b3ed2c6,0.014046593,0.33142003,0.1029354,0.551598
298,a70b706946a1f,0.99530965,0.0026327795,0.0017957506,0.00026178663
299,e93e92ee7091c,0.05485599,0.066665195,0.7967129,0.081765965
300,40cfee8fa3338,0.99153835,0.0025852593,0.005299695,0.00057664164
301,32d3baf6d138b,0.27714148,0.66089594,0.051415958,0.0105466535
302,9e45c78bb6bb2,0.053574428,0.20119748,0.5354946,0.20973347
303,ee1b94b461f2c,0.99605596,0.0011724604,0.0023423873,0.00042916645
304,f8ea3a7633ab2,0.035605256,0.1181676,0.84128916,0.0049379547
305,f9bf4ce79ba88,0.08399781,0.13235745,0.20456706,0.57907766
306,d5f8b6c8e4295,0.0013804986,0.11307408,0.83045024,0.05509521
307,50345cc9e464a,0.0007266002,0.017974904,0.9776478,0.0036507351
308,c2498069bdd1d,0.004558069,0.13913551,0.7644287,0.09187776
309,8c2a5aefae2ac,0.16406772,0.7189366,0.11613162,0.0008640063
310,619dac1665aaf,0.030420307,0.22683032,0.66299397,0.079755396
311,94277661e9626,0.00067174877,0.0076711513,0.939847,0.051810067
312,14e2b10ce1cae,0.19681415,0.027541412,0.5170199,0.25862455
313,0c13cabbd2598,0.004897133,0.13901302,0.6297808,0.22630905
314,a081aa02cf84b,0.026318604,0.1201705,0.80926347,0.044247452
315,5fdc6d3cf8bfd,0.0030064895,0.6389765,0.31860033,0.039416626
316,905a001a8964c,0.002325806,0.75848204,0.21543016,0.023762014
317,9b4399c86c840,0.9914068,0.0033514635,0.005155013,8.678398e-05
318,caff54b28b2fe,0.14228576,0.025879443,0.42099908,0.41083568
319,f05f532cb3ba8,0.976723,0.021002954,0.0018151207,0.00045893854
320,cd0db99193ca9,0.023090778,0.03332588,0.81329054,0.13029276
321,9d714bc62008f,0.08491141,0.07970285,0.7145677,0.120818
322,2d1a3240e6f24,0.0007956781,0.0073802876,0.70302814,0.28879586
323,387bb54ba70cf,0.997843,0.0012809803,0.00054921943,0.00032677595
324,b5059f66bb7de,0.035097487,0.6470148,0.16353849,0.15434924
325,2b07e3678dc45,0.017776398,0.33438239,0.4571829,0.19065829
326,03df57200c351,0.9902056,0.0021569629,0.007550431,8.701385e-05
327,a81468bde1554,0.003793336,0.14012517,0.70066285,0.15541868
328,4cdee10298bcd,0.0007164244,0.009536201,0.964799,0.024948386
329,0967f5268aebf,0.26311427,0.33776864,0.17306688,0.2260502
330,d7fedd5615367,0.029441522,0.10499473,0.12609999,0.7394638
331,1b2f7add4b222,0.047346864,0.08626134,0.30311486,0.56327695
332,0c86fae15fcc9,0.04474675,0.03064258,0.11612817,0.80848247
333,7909d9ac89a87,0.0009449051,0.027344663,0.8341356,0.1375748
334,2aa613d131c22,0.0042998637,0.12486856,0.6622206,0.20861095
335,dc297e1356cdd,0.025669327,0.07137762,0.721647,0.18130606
336,3c69dbb1a3466,0.0023541553,0.052090086,0.91396457,0.031591162
337,0a6ada05bd94f,0.0009730818,0.54184365,0.42706007,0.030123187
338,908126d988984,0.9684766,0.02041596,0.010768113,0.00033934173
339,b3cde4c3a19c8,0.00042087564,0.0072560385,0.9633063,0.029016841
340,05af8f95ffd07,0.019892734,0.048172742,0.8497156,0.08221894
341,0349f87fb4d2c,0.021039903,0.20302948,0.76687825,0.009052334
342,382521416fa3f,0.9827103,0.01575698,0.0013122149,0.0002204226
343,f96176399750f,0.045702856,0.23737064,0.71099335,0.005933208
344,208250b7966cd,0.005634472,0.077081814,0.8161865,0.101097256
345,1f7ad45393caf,0.124062076,0.33815503,0.44743305,0.09034983
346,020874f416fab,0.21866144,0.1091122,0.2543648,0.41786155
347,169a2386ddb22,0.07155592,0.34951407,0.5682063,0.010723738
348,dff5d34ecce71,0.0084300125,0.1783463,0.5702952,0.24292845
349,3066d505297ab,0.025747783,0.040010143,0.3441853,0.5900568
350,05b3eafba09a3,0.024981366,0.11850901,0.71882623,0.1376834
351,ea8b67fb8cb2b,0.9878479,0.010769951,0.0010929365,0.0002891305
352,4bce241560a7f,0.11008132,0.4340549,0.3164502,0.1394135
353,9750df627c4f9,0.05004101,0.055859614,0.88361,0.010489396
354,5026b4a9a9e96,0.012829378,0.2920483,0.19128169,0.5038406
355,fb868ca8f6d39,0.13571149,0.1947274,0.19999164,0.46956947
356,ee81453dc8232,0.003705656,0.097271085,0.6362413,0.26278195
357,77c8d4117089e,0.020874994,0.06243172,0.801937,0.11475635
358,fd650c0b9b25d,0.021905918,0.301834,0.31203538,0.36422467
359,1293e46cf7416,0.030571045,0.09028605,0.7769397,0.10220315
360,fca0598be79a9,0.06970046,0.04969642,0.79359955,0.0870036
361,62f0457d06a96,0.002639576,0.028593393,0.92931515,0.03945191
362,fbee63367abb8,0.06867198,0.1275118,0.7756826,0.028133584
363,3a2142eba4410,0.015298974,0.3226511,0.14590745,0.5161425
364,3b5af0dbb8ca5,0.0011204509,0.06841897,0.9249674,0.0054931534
365,d1a1dc263b4a2,0.11955375,0.7924024,0.08715282,0.0008909967
366,d23763652dab7,0.007080336,0.06100955,0.28612623,0.64578396
367,c634b0a777bcd,0.004030264,0.49367893,0.48143613,0.020854741
368,751b6cd26a219,0.038128447,0.16712941,0.12783158,0.6669106
369,5332001aa6aef,0.0048709847,0.08745837,0.50501573,0.40265492
370,e4768ac20be62,0.13982056,0.15269212,0.475424,0.23206331
371,db6a175b5d194,0.0008067484,0.8448884,0.12834272,0.025962118
372,0646b40a21a4e,0.034018017,0.7739199,0.18560317,0.0064589274
373,56d5c15819380,0.004104179,0.1540409,0.8184384,0.02341655
374,6f9e9f22e8832,0.028495379,0.30827096,0.25573763,0.40749604
375,3fee42dba0b9b,0.026645117,0.09043072,0.8142614,0.06866281
376,17679e970b6a5,0.9840391,0.013535294,0.0013060957,0.0011194617
377,3c6ea7f23ab36,0.02722049,0.39511812,0.4445933,0.13306811
378,5503c2dd949fa,0.0029759668,0.1061727,0.55053765,0.34031367
379,1996288063f3e,0.009407934,0.17414273,0.6180817,0.19836769
380,92d86617221f1,0.0073493826,0.10924455,0.74325126,0.14015478
381,b5369e70180f6,0.0031323757,0.76182926,0.21853562,0.016502757
382,9417602deda2e,0.0063851196,0.32099566,0.42562127,0.24699798
383,5daeac7f03a0b,0.17991976,0.04068212,0.60615844,0.17323966
384,c5984240e5ca1,0.12595464,0.09955936,0.6668294,0.10765659
385,564400d72a10d,0.026545292,0.06334615,0.6685554,0.24155313
